 5n-lacey.09-Eng        Tebo-ICT,  license #BoJie
C59021       -5.4226    1.9061  270.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C59022       -5.5701    1.7978   90.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C59023       -5.5209    1.7978   90.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C59024       -5.4718    1.9061  270.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C59025       -5.8677    1.4831  180.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C59026       -5.1555    1.1585  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C59027       -5.0925    1.0225   90.0  AA   (T)  '0603_P95MM', '0603_P95MM'
C59033       -4.9035    1.1012    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C59034       -5.5437    1.4435   90.0  AA   (T)  '0805_1P45', '0805_1P45'
C59035       -5.2819    1.9159    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C59036       -5.6634    1.8256   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C59037       -5.6193    1.7978   90.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C59038       -5.5211    1.9061  270.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C59039       -5.5622    1.3534   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C59040       -5.8461    1.3866  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C59041       -5.6606    1.1666  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C59042       -5.1800    1.4700  180.0  AA   (T)  '0201_P33', '0201_P33'
C60003       -5.5398    1.3455   90.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60004       -5.4018    1.4754   90.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60005       -5.5000    1.3514  180.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60006       -5.4250    1.4754   90.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60007       -5.1220    1.2430    0.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60008       -5.4906    1.5345   90.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60009       -5.4673    1.5345   90.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60010       -5.5201    1.5463   90.0  AA   (T)  '0402_P65MM-W', '0402_P65MM-W'
C60011       -5.4941    1.1347  180.0  AA   (T)  '0402_P65MM-W', '0402_P65MM-W'
C60012       -5.5472    1.2096  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C60013       -5.6457    1.2016  270.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60014       -5.0004    1.1130  270.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60015       -5.0472    1.1130  270.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C60017       -6.0201    1.5232  180.0  AA   (T)  'SMC0603', 'SMC0603'
C60018       -4.8937    0.8945    0.0  AA   (T)  'SMC0603', 'SMC0603'
C60019       -5.3110    1.8597   90.0  AA   (T)  'SMC0603', 'SMC0603'
C60020       -4.7598    1.1071  180.0  AA   (T)  'SMC0603', 'SMC0603'
C60021       -5.0037    1.3710    0.0  AA   (T)  'SMC0603', 'SMC0603'
C60022       -5.1693    1.4360   90.0  AA   (T)  '0201_P39MM-W', '0201_P39MM-W'
C61001       -1.7354    1.6626  180.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C61002       -1.7521    1.6213  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C61003       -1.8181    1.7601   90.0  AA   (T)  '0201_P33', '0201_P33'
C61004       -1.7787    1.6626    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C61005       -1.8626    1.3431  270.0  AA   (T)  '0201_P33', '0201_P33'
C61006       -1.8894    1.4425  180.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C61007       -1.9508    1.4484    0.0  AA   (T)  '0402_P65-W', '0402_P65-W'
C61008       -1.7100    1.8657    0.0  AA   (T)  '0201_P33', '0201_P33'
C61009       -1.8560    1.7083    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C61011       -1.9319    1.8106    0.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C61012       -1.8556    1.7524    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C61014       -1.8556    1.7756    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C61015       -1.8556    1.7989    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C61016       -1.9300    2.0247   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C61018       -1.9724    1.5813    0.0  AA   (T)  '0201_P33', '0201_P33'
C61019       -1.6125    1.8548  270.0  AA   (T)  '0201_P33', '0201_P33'
C62001       -7.3795    1.7879  270.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C62002       -7.3028    1.7131  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C62003       -7.2614    1.7879  270.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C62005       -7.3795    1.7466   90.0  AA   (T)  '0201_P33', '0201_P33'
C62007       -6.1256    2.3484  270.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C62008       -6.2083    2.3504  270.0  AA   (T)  '0201_P33', '0201_P33'
C62009       -6.0961    2.3504  270.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C62010       -7.3202    1.8450    0.0  AA   (T)  '0201_P33', '0201_P33'
C63001       -6.9852    0.9942    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C63003       -7.0719    1.3698  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C63004       -6.9163    1.2670    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63005       -7.0541    1.2635  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63006       -7.0541    1.3127  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63007       -6.4281    1.2333    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63008       -6.4281    1.1841    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63009       -6.4281    1.1349    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63010       -6.8315    1.2412  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63011       -6.8354    1.1920  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63012       -6.8354    1.1428  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63013       -6.9163    1.3142    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63015       -6.9801    0.9075  270.0  AA   (T)  '0603_P95MM', '0603_P95MM'
C63016       -6.8563    1.0413  270.0  AA   (T)  '0603_P95MM', '0603_P95MM'
C63017       -6.7380    0.9851  270.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C63018       -6.9459    0.6950   90.0  AA   (T)  '0402_P65MM-W', '0402_P65MM-W'
C63019       -6.8933    0.7415    0.0  AA   (T)  '0201_P33', '0201_P33'
C63020       -6.6614    0.8479   90.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C63021       -6.6939    0.9477  180.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C63022       -6.7161    1.0241  180.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C63023       -6.9813    0.6950  270.0  AA   (T)  '0402_P65MM-W', '0402_P65MM-W'
C63024       -6.5463    1.3245   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C63025       -6.4368    1.2865    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C63026       -7.0719    1.3481  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C63027       -6.6998    0.8286  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C63029       -6.4136    0.8971    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63030       -6.4136    0.9463    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63031       -6.4778    0.7390    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C63032       -7.0720    1.1952   90.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C63033       -6.9636    0.7776    0.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C63034       -7.0226    1.0148  270.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C63035       -6.9478    1.0148  270.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C63056       -6.7919    1.0174    0.0  AA   (T)  '0603_P95MM', '0603_P95MM'
C63057       -6.6419    0.7544  270.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C63060       -4.6400    0.8050  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C63061       -4.6400    0.7300  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C63062       -5.2950    0.7000  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C63063       -5.2300    0.6150  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C63064       -6.1900    0.4100   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C63065       -5.9600    0.4050   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C63070       -6.7835    1.3819   90.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C63071       -6.6457    1.3819   90.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C64001       -6.4370    2.3811  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C64003       -6.2969    2.4095  270.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C64008       -6.3953    2.3150    0.0  AA   (T)  '0201_P33', '0201_P33'
C64015       -7.5470    1.9211  270.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C64016       -7.5528    1.8676   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C64017       -7.4701    1.8273  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C64018       -5.1775    0.1988    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C64024       -6.3585    2.3179   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C64025       -6.4370    2.3449  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C64029       -7.5221    1.9437   90.0  AA   (T)  '0201_P33', '0201_P33'
C65001       -5.6911    2.6339    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C65002       -5.7404    2.5947    0.0  AA   (T)  '0201_P33', '0201_P33'
C65005       -6.2948    0.2429    0.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C65006       -1.0368    0.3735  270.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C65007       -1.0732    0.2394  270.0  AA   (T)  '0201_P33', '0201_P33'
C65008       -6.3608    0.3467   90.0  AA   (T)  '0201_P33', '0201_P33'
C65009       -6.4055    0.2480  180.0  AA   (T)  '0201_P33', '0201_P33'
C6601        -3.7028    0.4008  180.0  AA   (T)  '0201S_P33', '0201S_P33'
C6602        -3.6959    0.3572    0.0  AA   (T)  '0201S_P33', '0201S_P33'
C6603        -3.6226    0.3584    0.0  AA   (T)  '0201S_P39-W39', '0201S_P39-W39'
C6604        -3.4448    0.1126    0.0  AA   (T)  '0201S_P39-W39', '0201S_P39-W39'
C6606        -3.8304    0.1975   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C6607        -3.8386    0.1223  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C6608        -3.6094    0.0423  180.0  AA   (T)  '0201S_P33', '0201S_P33'
C6609        -3.5707    0.0427  180.0  AA   (T)  '0201S_P33', '0201S_P33'
C6610        -3.5313    0.0427    0.0  AA   (T)  '0201S_P33', '0201S_P33'
C6611        -3.6959   -0.0014    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C6612        -3.6635    0.3884    0.0  AA   (T)  '0201S_P35-W35', '0201S_P35-W35'
C6613        -3.5442    0.3696   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C6701        -3.5930    0.6900  270.0  AA   (T)  '0402S_P55', '0402S_P55'
C6702        -3.6241    0.6897  270.0  AA   (T)  '0402S_P5', '0402S_P5'
C6703        -2.3752    0.8923    0.0  AA   (T)  '0402S_P5', '0402S_P5'
C6704        -2.4609    0.8351   90.0  AA   (T)  '0402S_P55', '0402S_P55'
C6705        -2.4646    0.6900  270.0  AA   (T)  'SMC0603', 'SMC0603'
C6706        -2.2553    0.7735  270.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C6707        -2.1887    1.1265  180.0  AA   (T)  '0402S_P55', '0402S_P55'
C6708        -2.1215    1.1265    0.0  AA   (T)  '0402S_P5', '0402S_P5'
C6709        -2.6575    1.0561  270.0  AA   (T)  '0805S_1P45', '0805S_1P45'
C6710        -2.5295    1.0502  270.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C6711        -2.9026    0.8396  270.0  AA   (T)  'CAPP-3_7P5X4P5X1', 'CAPP-3_7P5X4P5X1'
C6712        -3.1053    0.7658  270.0  AA   (T)  'CAPP-3_7P5X4P5X1', 'CAPP-3_7P5X4P5X1'
C6713        -2.2010    1.0687   90.0  AA   (T)  '0402S_P55', '0402S_P55'
C6714        -2.2553    0.8689   90.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C6716        -2.4401    0.8923  180.0  AA   (T)  '0402S_P55', '0402S_P55'
C6717        -3.5839    0.7696  270.0  AA   (T)  '0402S_P55', '0402S_P55'
C6719        -2.5896    1.0561  270.0  AA   (T)  '0805S_1P45', '0805S_1P45'
C6720        -2.4284    1.1875    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C6721        -3.4707    0.6724    0.0  AA   (T)  'SMC0603', 'SMC0603'
C6723        -2.2874    1.1398  180.0  AA   (T)  'SMC0603', 'SMC0603'
C6743        -3.8538    0.3774  270.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C6744        -3.9255    0.8218   90.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C6745        -3.7274    0.6558    0.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C6746        -3.6981    0.5178    0.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C6747        -3.9034    0.6322  180.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C6770        -2.0212    0.7900  270.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C6771        -2.1602    0.7902  270.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C6801        -4.2646    0.6600  180.0  AA   (T)  'SMC0603', 'SMC0603'
C6802        -3.9928    0.3765  270.0  AA   (T)  'CAPP_3P7X3X1P2', 'CAPP_3P7X3X1P2'
C6803        -4.0617    0.6431    0.0  AA   (T)  '0402S_P55', '0402S_P55'
C6804        -4.0063    0.6400   90.0  AA   (T)  '0402S_P55', '0402S_P55'
C6805        -4.2372    1.3579  180.0  AA   (T)  'CAPP-3_7P5X4P5X1', 'CAPP-3_7P5X4P5X1'
C6806        -4.0089    0.5718  270.0  AA   (T)  '0402S_P5', '0402S_P5'
C69001       -0.2570    0.0849   90.0  AA   (T)  '0201_P33', '0201_P33'
C69003       -0.4443    0.3844   90.0  AA   (T)  '0201_P33', '0201_P33'
C69005       -0.2100    0.0899   90.0  AA   (T)  'CAP_0201_14MIL', 'CAP_0201_14MIL'
C69006       -0.1417   -0.1049   90.0  AA   (T)  'EX_CAP_0402_28MIL', 'EX_CAP_0402_28MIL'
C69007       -0.2350    0.0849   90.0  AA   (T)  '0201_P33', '0201_P33'
C69010       -0.3265   -0.1050  270.0  AA   (T)  '0201_P33', '0201_P33'
C69011       -0.1850    0.0899   90.0  AA   (T)  'CAP_0201_14MIL', 'CAP_0201_14MIL'
C69012       -0.3048   -0.1050  270.0  AA   (T)  'CAP_0201_14MIL', 'CAP_0201_14MIL'
C69013       -0.5679    0.0893  180.0  AA   (T)  '0201_P33', '0201_P33'
C69016       -0.5950    0.2400  180.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C70015       -3.3382    0.0219   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C70016       -5.2913    1.2075   90.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C70017       -5.3228    1.2075   90.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C72001       -7.9986    2.3543    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C72004       -7.9990    2.5768  180.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C72005       -8.1560    2.9640   90.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C72006       -7.9624    2.9370   90.0  AA   (T)  '0805S_1P45', '0805S_1P45'
C72007       -7.8947    2.9370   90.0  AA   (T)  '0805S_1P45', '0805S_1P45'
C72008       -8.0293    2.9370   90.0  AA   (T)  '0805S_1P45', '0805S_1P45'
C72009       -7.9715    2.5374  270.0  AA   (T)  '0201_P35MM-W', '0201_P35MM-W'
C72013       -8.1941    2.8937  180.0  AA   (T)  '0805_1P45', '0805_1P45'
C72014       -8.1012    2.9370   90.0  AA   (T)  '0805_1P45', '0805_1P45'
C72015       -7.8845    2.8209  270.0  AA   (T)  '0603_P95MM', '0603_P95MM'
PC6701       -3.8271    0.8026   90.0  AA   (T)  '0603S_1P2-W100', '0603S_1P2-W100'
PC6702       -3.7788    0.8028   90.0  AA   (T)  '0603S_1P2-W100', '0603S_1P2-W100'
PC6705       -1.9933    1.0688   90.0  AA   (T)  '0603_1P2-W', '0603_1P2-W'
PC6706       -1.9461    1.0688   90.0  AA   (T)  '0603_1P2-W', '0603_1P2-W'
PC6801       -4.1205    0.4428  180.0  AA   (T)  '0603_1P2-W', '0603_1P2-W'
PC6802       -4.1206    0.3946  180.0  AA   (T)  '0603_1P2-W', '0603_1P2-W'
L26003       -2.0513    1.9776  180.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
L26004       -2.6482    1.9537  180.0  AA   (B)  '0402_P55MM-S_B', '0402_P55MM-S_B'
L26005       -2.0406    1.5719    0.0  AA   (T)  'IND_0603_38MIL', 'IND_0603_38MIL'
L26006       -2.0406    1.4754    0.0  AA   (T)  '0603S_P6-W95', '0603S_P6-W95'
L26007       -2.0406    1.6211    0.0  AA   (T)  '0603S_P6-W95', '0603S_P6-W95'
L26008       -2.5974    1.9951  180.0  AA   (B)  '0402_P55MM-S_B', '0402_P55MM-S_B'
L26009       -2.8050    1.9950  270.0  AA   (B)  '0402_P55MM-S_B', '0402_P55MM-S_B'
L40001       -7.7279    1.6421    0.0  AA   (T)  '0805_1P1MM', '0805_1P1MM'
L41001       -7.9950    1.4550    0.0  AA   (T)  'IND_0603_26MIL', 'IND_0603_26MIL'
L41002       -8.0152    1.4010  180.0  AA   (T)  'IND_0603_26MIL', 'IND_0603_26MIL'
L41003       -8.0152    1.3518  180.0  AA   (T)  'IND_0603_26MIL', 'IND_0603_26MIL'
L43001       -1.1949   -0.0856  180.0  AA   (T)  'IND_2P7X2P2X1P2', 'IND_2P7X2P2X1P2'
L43002       -1.1949    0.3061  180.0  AA   (T)  'IND_2P7X2P2X1P2', 'IND_2P7X2P2X1P2'
L44101       -3.0158    0.1628    0.0  AA   (T)  'IND_2P7X2P2X1P2', 'IND_2P7X2P2X1P2'
L44102       -3.0158    0.5516    0.0  AA   (T)  'IND_2P7X2P2X1P2', 'IND_2P7X2P2X1P2'
L49001       -6.2063    2.8716  180.0  AA   (T)  'IND_2P2X1P8X1', 'IND_2P2X1P8X1'
L49002       -6.1378    2.6905  180.0  AA   (T)  '0805_1MM', '0805_1MM'
L49003       -6.5335    2.7864  270.0  AA   (T)  'IND_2P15X1P4XP8', 'IND_2P15X1P4XP8'
L50001       -5.9532    0.3439    0.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
L50002       -6.0248    0.2516  180.0  AA   (T)  'IND_2P5X2X1P2_2P4MM', 'IND_2P5X2X1P2_2P4MM'
L50003       -5.8502    0.1870   90.0  AA   (T)  'IND_2P5X2X1P2_2P4MM', 'IND_2P5X2X1P2_2P4MM'
L50006       -6.5638   -0.2829   90.0  AA   (T)  'ESD_0402_14MIL', 'ESD_0402_14MIL'
L50009       -5.6384   -0.2701   90.0  AA   (T)  'ESD_0402_14MIL', 'ESD_0402_14MIL'
L54001       -5.0636    2.5177   90.0  AA   (T)  'IND_2P5X2X1_1P9MM', 'IND_2P5X2X1_1P9MM'
L54006       -4.7508    2.5984   90.0  AA   (T)  '0402_P65MM-W', '0402_P65MM-W'
L54007       -4.8602    2.4173  180.0  AA   (T)  '0402_P65MM-W', '0402_P65MM-W'
L55001       -5.7059    2.8295  270.0  AA   (T)  'IND4_1P25X1XP35_1P2XP55MM', 'IND4_1P25X1XP35_1P2XP55MM'
L55002       -5.6429    2.8295  270.0  AA   (T)  'IND4_1P25X1XP35_1P2XP55MM', 'IND4_1P25X1XP35_1P2XP55MM'
L55003       -5.5799    2.8295  270.0  AA   (T)  'IND4_1P25X1XP35_1P2XP55MM', 'IND4_1P25X1XP35_1P2XP55MM'
L55004       -5.5438    2.5975  270.0  AA   (T)  'IND4_1P25X1XP35_1P2XP55MM', 'IND4_1P25X1XP35_1P2XP55MM'
L55005       -5.5169    2.8295  270.0  AA   (T)  'IND4_1P25X1XP35_1P2XP55MM', 'IND4_1P25X1XP35_1P2XP55MM'
L56001       -1.5915    1.0039    0.0  AA   (T)  'IND_4X4X1P2MM', 'IND_4X4X1P2MM'
L58001       -5.7421    1.2174  180.0  AA   (T)  'IND_2P5X2X1P2MM-3', 'IND_2P5X2X1P2MM-3'
L58002       -4.7732    1.7823  270.0  AA   (T)  'IND_3P2X2P5X1P2MM', 'IND_3P2X2P5X1P2MM'
L58003       -5.4723    1.0602  180.0  AA   (T)  'IND_2P5X2X1P2MM-3', 'IND_2P5X2X1P2MM-3'
L58004       -5.8021    0.9154    0.0  AA   (T)  'IND_4P2X4P2X2-4', 'IND_4P2X4P2X2-4'
L58005       -5.1732    0.9654  270.0  AA   (T)  'IND_2P5X2X1P2MM-3', 'IND_2P5X2X1P2MM-3'
L58006       -4.6894    1.4075  270.0  AA   (T)  'IND_4P2X4P2X2-4', 'IND_4P2X4P2X2-4'
L58007       -5.8045    1.8283  270.0  AA   (T)  'IND_4P2X4P2X2-4', 'IND_4P2X4P2X2-4'
L59001       -5.0193    1.8079   90.0  AA   (T)  'IND_3P2X2P5X1P2MM', 'IND_3P2X2P5X1P2MM'
L59002       -5.4307    1.6622   90.0  AA   (T)  'IND_3P2X2P5X1P2MM', 'IND_3P2X2P5X1P2MM'
L63001       -6.7333    1.7900    0.0  AA   (T)  'IND_13P7X12P8X2MM', 'IND_13P7X12P8X2MM'
L63002       -6.7333    1.7900    0.0  AA   (T)  'IND_13X13X2', 'IND_13X13X2'
L6701        -2.6516    0.8356   90.0  AA   (T)  'IND_6P8X6P8X2P4-3', 'IND_6P8X6P8X2P4-3'
L6703        -2.3285    1.0156  180.0  AA   (T)  'IND_4P4X4P45X2', 'IND_4P4X4P45X2'
L6704        -3.4232    0.8701   90.0  AA   (T)  'IND_6P8X6P8X2P4-3', 'IND_6P8X6P8X2P4-3'
L6801        -4.1407    0.8297   90.0  AA   (T)  'IND_6P8X6P8X2P4-2', 'IND_6P8X6P8X2P4-2'
L69001       -0.1564   -0.0039   90.0  AA   (T)  'IND_0805_44MIL', 'IND_0805_44MIL'
L69002       -0.2472   -0.0036   90.0  AA   (T)  'IND_0805_44MIL', 'IND_0805_44MIL'
L70001       -5.2913    1.2587  270.0  AA   (B)  '0402S_P4', '0402S_P4'
L70002       -5.3228    1.2587  270.0  AA   (B)  '0402S_P4', '0402S_P4'
L72001       -8.1010    2.7342    0.0  AA   (T)  'IND_4P2X4P2X1P8', 'IND_4P2X4P2X1P8'
M71L47002    -0.0055    0.1416  180.0  AA   (T)  'EX-IND4_1P25X1XP35_1P2XP55MM', 'EX-IND4_1P25X1XP35_1P2XP55MM'
M71L47003    -0.0055    0.2046  180.0  AA   (T)  'EX-IND4_1P25X1XP35_1P2XP55MM', 'EX-IND4_1P25X1XP35_1P2XP55MM'
D22002       -2.5846    2.6014  180.0  AA   (B)  'DIO_SOD882_1XP6XP5_P7MM_B', 'DIO_SOD882_1XP6XP5_P7MM_B'
D22003       -2.5846    2.5532  180.0  AA   (B)  'DIO_SOD882_1XP6XP5_P7MM_B', 'DIO_SOD882_1XP6XP5_P7MM_B'
D39003       -3.8559    0.0120  270.0  AA   (T)  'SOT323_3P_2P1X1P25X1P1_P65MM', 'SOT323_3P_2P1X1P25X1P1_P65MM'
D41001       -8.4626    1.4636   90.0  AA   (T)  'DIO_1P1XP6XP6-AA', 'DIO_1P1XP6XP6-AA'
D41002       -8.5098    1.4360  180.0  AA   (T)  'DIO_1P1XP6XP6-AA', 'DIO_1P1XP6XP6-AA'
D41003       -8.5098    1.4793  180.0  AA   (T)  'DIO_1P1XP6XP6-AA', 'DIO_1P1XP6XP6-AA'
D41004       -8.4291    1.4852   90.0  AA   (T)  'DIO_1P1XP6XP6-AA', 'DIO_1P1XP6XP6-AA'
D41005       -1.1476    1.0876  270.0  AA   (T)  'DIO_1P75XP95X1-AA', 'DIO_1P75XP95X1-AA'
D41006       -1.1476    0.9154   90.0  AA   (T)  'DIO_1P75XP95X1-AA', 'DIO_1P75XP95X1-AA'
D41007       -8.2163    1.7118  180.0  AA   (T)  'DIO_1P75XP95X1-AA', 'DIO_1P75XP95X1-AA'
D41008       -8.3010    1.7118    0.0  AA   (T)  'DIO_1P75XP95X1-AA', 'DIO_1P75XP95X1-AA'
D45001       -8.1778    2.5610    0.0  AA   (T)  'SOD323_1P7X1P25X1P1MM', 'SOD323_1P7X1P25X1P1MM'
D46001       -0.6193    0.5612    0.0  AA   (T)  'DIO_SOD882_1XP6XP5_P7MM', 'DIO_SOD882_1XP6XP5_P7MM'
D48002       -4.9941    0.2264   90.0  AA   (T)  'DIO_SOD882_P985XP585XP5_P65MM', 'DIO_SOD882_P985XP585XP5_P65MM'
D48003       -4.9098    0.2264   90.0  AA   (T)  'DIO_SOD882_P985XP585XP5_P65MM', 'DIO_SOD882_P985XP585XP5_P65MM'
D48004       -4.8642    0.0098  270.0  AA   (T)  'DIO_SOD882_P985XP585XP5_P65MM', 'DIO_SOD882_P985XP585XP5_P65MM'
D48005       -4.8626    0.2264   90.0  AA   (T)  'DIO_SOD882_P985XP585XP5_P65MM', 'DIO_SOD882_P985XP585XP5_P65MM'
D48006       -5.0787    0.1624  270.0  AA   (T)  'DIO_SOD962_P6XP3XP32_P4MM', 'DIO_SOD962_P6XP3XP32_P4MM'
D48008       -5.0236    0.0079  270.0  AA   (T)  'DIO_SOD882_P985XP585XP5_P65MM', 'DIO_SOD882_P985XP585XP5_P65MM'
D48009       -4.9114    0.0098  270.0  AA   (T)  'DIO_SOD882_P985XP585XP5_P65MM', 'DIO_SOD882_P985XP585XP5_P65MM'
D48010       -4.8169    0.0098  270.0  AA   (T)  'DIO_SOD882_P985XP585XP5_P65MM', 'DIO_SOD882_P985XP585XP5_P65MM'
